nom,circuit,date,heure_depart,vitesse_moyenne,categorie,distance,categorie2,categorie3,score_denivele,denivele,ville_depart,ville_arrivee,rang_course,score_qualite_ligne_depart,maniere_gagner,temperature,premier,deuxieme,troisieme,quatrieme,cinquieme,sixieme,septieme,huitieme,neuvieme,dixieme
Tour de Hongrie,2.Pro,11 May 2023,12:35,42.869,ME - Men Elite,175.3,2.PRO.Stage,UCI.WR.Pro.Stage,14.0,1020.0,Zalaegerszeg,Keszthely,110.0,225.0,Sprint of large group,17.0,JAKOBSEN Fabio,BAUHAUS Phil,BRAET Vito,VAN UDEN Casper,ZIJLAARD Maikel,NYS Thibau,EWAN Caleb,JONES Taj,MOSCHETTI Matteo,KOPECKÝ Matyáš
Tour de Hongrie,2.Pro,12 May 2023,12:05,40.435,ME - Men Elite,179.9,2.PRO.Stage,UCI.WR.Pro.Stage,154.0,2582.0,Kaposvár,Pécs,110.0,225.0,1.3 km solo,14.0,HIRSCHI Marc,TULETT Ben,POOLE Max,MONIQUET Sylvain,ONLEY Oscar,FABBRO Matteo,BERNAL Egan,VOISARD Yannis,BADILATTI Matteo,DINA Márton
Tour de Hongrie,2.Pro,13 May 2023,11:19,40.706,ME - Men Elite,206.4,2.PRO.Stage,UCI.WR.Pro.Stage,167.0,2932.0,Martonvásár,Dobogókő,110.0,225.0,1.2 km solo,13.0,VOISARD Yannis,NYS Thibau,MONIQUET Sylvain,HIRSCHI Marc,TULETT Ben,POOLE Max,FABBRO Matteo,ONLEY Oscar,PIGANZOLI Davide,DOUBLE Paul
Tour de Hongrie,2.Pro,14 May 2023,11:00,,ME - Men Elite,150.0,2.PRO.Stage,UCI.WR.Pro.Stage,0.0,447.0,Budapest,Budapest,110.0,225.0,,13.0,OTRUBA Jakub,,,,,,,,,
4 Jours de Dunkerque / Grand Prix des Hauts de France,2.Pro,21 May 2023,11:45,44.043,ME - Men Elite,173.7,2.PRO.Stage,UCI.WR.Pro.Stage,5.0,699.0,Avion,Dunkerque,92.0,276.0,Sprint of large group,,MERLIER Tim,BLIKRA Erlend,BOL Cees,KOOIJ Olav,WALSCHEID Max,SELIG Rüdiger,FRETIN Milan,PENHOËT Paul,HOFSTETTER Hugo,MALUCELLI Matteo
4 Jours de Dunkerque / Grand Prix des Hauts de France,2.Pro,16 May 2023,12:02,43.426,ME - Men Elite,196.6,2.PRO.Stage,UCI.WR.Pro.Stage,33.0,1712.0,Dunkerque,Abbeville,92.0,276.0,Sprint of large group,15.0,KOOIJ Olav,WALSCHEID Max,PENHOËT Paul,MERLIER Tim,MCLAY Daniel,MALUCELLI Matteo,THIJSSEN Gerben,BLIKRA Erlend,ANIOŁKOWSKI Stanisław,SAGAN Peter
4 Jours de Dunkerque / Grand Prix des Hauts de France,2.Pro,17 May 2023,12:30,40.655,ME - Men Elite,162.0,2.PRO.Stage,UCI.WR.Pro.Stage,50.0,1781.0,Compiègne,Laon,92.0,276.0,Sprint of large group,15.0,GRÉGOIRE Romain,VERNON Ethan,COSNEFROY Benoît,SAGAN Peter,LAFAY Victor,THOMAS Benjamin,CHARMIG Anthon,PENHOËT Paul,VAN AVERMAET Greg,KOOIJ Olav
4 Jours de Dunkerque / Grand Prix des Hauts de France,2.Pro,18 May 2023,14:29,49.302,ME - Men Elite,15.9,2.PRO.Stage,UCI.WR.Pro.Stage,4.0,129.0,Saint-Quentin,Saint-Quentin,92.0,276.0,Time Trial,16.0,THOMAS Benjamin,LARSEN Niklas,ASGREEN Kasper,VERNON Ethan,BOL Cees,NORMAN LETH Lasse,WATSON Samuel,VAN DIJKE Mick,VAN MOER Brent,GRÉGOIRE Romain
4 Jours de Dunkerque / Grand Prix des Hauts de France,2.Pro,19 May 2023,12:20,46.409,ME - Men Elite,173.8,2.PRO.Stage,UCI.WR.Pro.Stage,12.0,1027.0,Maubeuge,Achicourt,92.0,276.0,Sprint of large group,19.0,KOOIJ Olav,THIJSSEN Gerben,FRETIN Milan,BLIKRA Erlend,PENHOËT Paul,SAGAN Peter,MANZIN Lorrenzo,MERLIER Tim,SELIG Rüdiger,RENARD Alexis
4 Jours de Dunkerque / Grand Prix des Hauts de France,2.Pro,20 May 2023,13:00,39.868,ME - Men Elite,187.7,2.PRO.Stage,UCI.WR.Pro.Stage,98.0,2358.0,Roubaix,Cassel,92.0,276.0,Sprint à deux,18.0,HAGENES Per Strand,GRÉGOIRE Romain,RENARD Alexis,VAN MOER Brent,VAN AVERMAET Greg,THOMAS Benjamin,BOL Cees,KOOIJ Olav,BEULLENS Cedric,PICHON Laurent
4 Jours de Dunkerque / Grand Prix des Hauts de France,2.Pro,21 May 2023,11:45,44.043,ME - Men Elite,173.7,2.PRO.Stage,UCI.WR.Pro.Stage,5.0,699.0,Avion,Dunkerque,92.0,276.0,Sprint of large group,17.0,MERLIER Tim,BLIKRA Erlend,BOL Cees,KOOIJ Olav,WALSCHEID Max,SELIG Rüdiger,FRETIN Milan,PENHOËT Paul,HOFSTETTER Hugo,MALUCELLI Matteo
Boucles de la Mayenne - Crédit Mutuel,Final,28 May 2023,12:30,42.572,ME - Men Elite,167.0,2.PRO.Stage,UCI.WR.Pro.Stage,40.0,1744.0,Montsûrs,Laval,120.0,194.0,Sprint of large group,,DE KLEIJN Arvid,DÉMARE Arnaud,ZINGLE Axel,FREDHEIM Stian,MENTEN Milan,SERRANO Gonzalo,PARISINI Nicolò,PEÑALVER Manuel,GAUTHERAT Pierre,MALUCELLI Matteo
Boucles de la Mayenne - Crédit Mutuel,2.Pro,25 May 2023,18:45,46.562,ME - Men Elite,4.1,2.PRO.Stage,UCI.WR.Pro.Stage,4.0,141.0,Laval - Espace Mayenne,Laval - Espace Mayenne,120.0,194.0,,21.0,OLIVEIRA Ivo,ZINGLE Axel,COSNEFROY Benoît,NORSGAARD Mathias,ZIJLAARD Maikel,DÉMARE Arnaud,GERMANI Lorenzo,BOHLI Tom,COSTIOU Ewen,VAN GESTEL Dries
Boucles de la Mayenne - Crédit Mutuel,2.Pro,26 May 2023,12:30,41.291,ME - Men Elite,185.2,2.PRO.Stage,UCI.WR.Pro.Stage,60.0,2257.0,Saint-Mars-sur-Colmont,Lassay-les-Châteaux,120.0,194.0,11.1 km solo,20.0,LAZKANO Oier,GUILLON Célestin,HINDSGAUL Jacob,DÉMARE Arnaud,DUJARDIN Sandy,ZINGLE Axel,MENTEN Milan,VENTURINI Clément,BARRENETXEA Jon,PEÑALVER Manuel
Boucles de la Mayenne - Crédit Mutuel,2.Pro,27 May 2023,12:30,44.274,ME - Men Elite,181.3,2.PRO.Stage,UCI.WR.Pro.Stage,12.0,1455.0,Saint-Berthevin,Meslay-du-Maine,120.0,194.0,Sprint of large group,24.0,DÉMARE Arnaud,MENTEN Milan,DE KLEIJN Arvid,GUDMESTAD Tord,MALUCELLI Matteo,TESSON Jason,ZINGLE Axel,VAN GESTEL Dries,PEÑALVER Manuel,VENTURINI Clément
Boucles de la Mayenne - Crédit Mutuel,Final,28 May 2023,12:30,42.572,ME - Men Elite,167.0,2.PRO.Stage,UCI.WR.Pro.Stage,40.0,1744.0,Montsûrs,Laval,120.0,194.0,Sprint of large group,24.0,DE KLEIJN Arvid,DÉMARE Arnaud,ZINGLE Axel,FREDHEIM Stian,MENTEN Milan,SERRANO Gonzalo,PARISINI Nicolò,PEÑALVER Manuel,GAUTHERAT Pierre,MALUCELLI Matteo
Tour of Norway,2.Pro,29 May 2023,12:10,45.523,ME - Men Elite,151.2,2.PRO.Stage,UCI.WR.Pro.Stage,53.0,1329.0,Stavanger,Stavanger,122.0,182.0,Sprint of large group,,KRISTOFF Alexander,ANDRESEN Tobias Lund,MEEUS Jordi,MIHKELS Madis,VAN DEN BERG Marijn,VAN DIJKE Tim,PLANCKAERT Edward,TILLER Rasmus,NYS Thibau,BRAET Vito
Tour of Norway,2.Pro,26 May 2023,17:30,30.691,ME - Men Elite,7.4,2.PRO.Stage,UCI.WR.Pro.Stage,70.0,321.0,Bergen,Mount Fløyen,122.0,182.0,Time Trial,10.0,TULETT Ben,SHEFFIELD Magnus,VALTER Attila,HOLTER Ådne,VACEK Mathias,NYS Thibau,JOHANNESSEN Tobias Halland,HERREGODTS Rune,BRENNER Marco,KAMP Alexander
Tour of Norway,2.Pro,27 May 2023,16:00,43.139,ME - Men Elite,85.2,2.PRO.Stage,UCI.WR.Pro.Stage,74.0,1463.0,Røldal,Hovden,122.0,182.0,Sprint of large group,5.0,TEUNISSEN Mike,ANDRESEN Tobias Lund,MEEUS Jordi,NYS Thibau,KAMP Alexander,JOHANNESSEN Tobias Halland,GHYS Robbe,SHEFFIELD Magnus,VAN DIJKE Mick,VAN DEN BERG Marijn
Tour of Norway,2.Pro,28 May 2023,13:40,38.453,ME - Men Elite,165.7,2.PRO.Stage,UCI.WR.Pro.Stage,109.0,2399.0,Valle,Stavanger,122.0,182.0,Sprint of large group,8.0,NYS Thibau,PLANCKAERT Edward,TULETT Ben,VAN DIJKE Mick,JOHANNESSEN Tobias Halland,BALLERSTEDT Maurice,ANDRESEN Tobias Lund,SHEFFIELD Magnus,VALTER Attila,MEEUS Jordi
Tour of Norway,2.Pro,29 May 2023,12:10,45.523,ME - Men Elite,151.2,2.PRO.Stage,UCI.WR.Pro.Stage,53.0,1329.0,Stavanger,Stavanger,122.0,182.0,Sprint of large group,11.0,KRISTOFF Alexander,ANDRESEN Tobias Lund,MEEUS Jordi,MIHKELS Madis,VAN DEN BERG Marijn,VAN DIJKE Tim,PLANCKAERT Edward,TILLER Rasmus,NYS Thibau,BRAET Vito
ZLM Tour,2.Pro,11 June 2023,13:10,45.92,ME - Men Elite,158.5,2.PRO.Stage,UCI.WR.Pro.Stage,0.0,163.0,Oosterhout,Oosterhout,151.0,122.0,Sprint of large group,,KOOIJ Olav,WELSFORD Sam,MARECZKO Jakub,DE KLEIJN Arvid,HAVIK Yoeri,MALUCELLI Matteo,HESTERS Jules,LONARDI Giovanni,PEÑALVER Manuel,FIORELLI Filippo
ZLM Tour,2.Pro,07 June 2023,18:30,53.154,ME - Men Elite,6.6,2.PRO.Stage,UCI.WR.Pro.Stage,0.0,6.0,Heinkenszand,Heinkenszand,151.0,122.0,Time Trial,18.0,EEKHOFF Nils,EDMONDSON Alex,KOOIJ Olav,ZIJLAARD Maikel,WELSFORD Sam,BOL Cees,VAN DIJKE Tim,VAN EMDEN Jos,EDDY Patrick,VANDENBRANDEN Noah
ZLM Tour,2.Pro,08 June 2023,12:02,46.398,ME - Men Elite,202.5,2.PRO.Stage,UCI.WR.Pro.Stage,0.0,197.0,Westkapelle,'s-Heerenhoek,151.0,122.0,1.5 km solo,22.0,VANDEVELDE Yentl,KONYCHEV Alexander,LINDEMAN Bert-Jan,VERMEULEN Emiel,RASENBERG Martijn,WELSFORD Sam,DE KLEIJN Arvid,MALUCELLI Matteo,KOOIJ Olav,PEÑALVER Manuel
ZLM Tour,2.Pro,09 June 2023,12:38,44.945,ME - Men Elite,184.1,2.PRO.Stage,UCI.WR.Pro.Stage,1.0,336.0,Schijndel,Buchten,151.0,122.0,Sprint of large group,28.0,MARECZKO Jakub,KOOIJ Olav,GHYS Robbe,MALUCELLI Matteo,DE KLEIJN Arvid,HESTERS Jules,PEÑALVER Manuel,MOSCHETTI Matteo,RASCH Jesper,FIORELLI Filippo
ZLM Tour,2.Pro,10 June 2023,13:05,45.412,ME - Men Elite,194.2,2.PRO.Stage,UCI.WR.Pro.Stage,0.0,220.0,Roosendaal,Roosendaal,151.0,122.0,Sprint of large group,30.0,DE KLEIJN Arvid,MARECZKO Jakub,MOSCHETTI Matteo,MALUCELLI Matteo,HESTERS Jules,ZANONCELLO Enrico,LONARDI Giovanni,FIORELLI Filippo,EDMONDSON Alex,PLUTO Mārtiņš
ZLM Tour,2.Pro,11 June 2023,13:10,45.92,ME - Men Elite,158.5,2.PRO.Stage,UCI.WR.Pro.Stage,0.0,163.0,Oosterhout,Oosterhout,151.0,122.0,Sprint of large group,31.0,KOOIJ Olav,WELSFORD Sam,MARECZKO Jakub,DE KLEIJN Arvid,HAVIK Yoeri,MALUCELLI Matteo,HESTERS Jules,LONARDI Giovanni,PEÑALVER Manuel,FIORELLI Filippo
Baloise Belgium Tour,2.Pro,18 June 2023,12:49,46.265,ME - Men Elite,194.8,2.PRO.Stage,UCI.WR.Pro.Stage,7.0,1174.0,Brussels,Brussels,68.0,323.0,Sprint of large group,,JAKOBSEN Fabio,PHILIPSEN Jasper,NYS Thibau,BOL Cees,KRISTOFF Alexander,KOGUT Oded,EWAN Caleb,VERMEULEN Emiel,THIJSSEN Gerben,VAN DER POEL Mathieu
Baloise Belgium Tour,2.Pro,14 June 2023,13:25,45.337,ME - Men Elite,164.9,2.PRO.Stage,UCI.WR.Pro.Stage,24.0,1037.0,Scherpenheuvel-Zichem,Scherpenheuvel-Zichem,68.0,323.0,Sprint of large group,26.0,PHILIPSEN Jasper,JAKOBSEN Fabio,DUPONT Timothy,KRISTOFF Alexander,MARTIN David,VAN DER POEL Mathieu,NIEUWENHUIS Joris,KAMP Ryan,KOGUT Oded,VAN ASBROECK Tom
Baloise Belgium Tour,2.Pro,15 June 2023,12:49,45.417,ME - Men Elite,175.7,2.PRO.Stage,UCI.WR.Pro.Stage,2.0,457.0,Merelbeke,Knokke-Heist,68.0,323.0,Sprint of large group,26.0,JAKOBSEN Fabio,VAN DER POEL Mathieu,DE BUYST Jasper,KRISTOFF Alexander,WÆRENSKJOLD Søren,THIJSSEN Gerben,TOWNSEND Rory,LIEPIŅŠ Emīls,KOGUT Oded,MALUCELLI Matteo
Baloise Belgium Tour,2.Pro,16 June 2023,14:15,53.178,ME - Men Elite,15.2,2.PRO.Stage,UCI.WR.Pro.Stage,0.0,37.0,Beveren,Beveren,68.0,323.0,Time Trial,28.0,WÆRENSKJOLD Søren,LAMPAERT Yves,EDMONDSON Alex,VAN DER POEL Mathieu,STUYVEN Jasper,STEIMLE Jannik,GATE Aaron,PEDERSEN Casper,BOL Cees,WELSFORD Sam
Baloise Belgium Tour,2.Pro,17 June 2023,12:50,41.474,ME - Men Elite,172.6,2.PRO.Stage,UCI.WR.Pro.Stage,176.0,3230.0,Durbuy,Durbuy,68.0,323.0,36.7 km solo,25.0,VAN DER POEL Mathieu,NYS Thibau,PEDERSEN Casper,WÆRENSKJOLD Søren,DE BUYST Jasper,SCARONI Christian,ALBANESE Vincenzo,LAMPAERT Yves,ABRAHAMSEN Jonas,ROTA Lorenzo
Baloise Belgium Tour,2.Pro,18 June 2023,12:49,46.265,ME - Men Elite,194.8,2.PRO.Stage,UCI.WR.Pro.Stage,7.0,1174.0,Brussels,Brussels,68.0,323.0,Sprint of large group,22.0,JAKOBSEN Fabio,PHILIPSEN Jasper,NYS Thibau,BOL Cees,KRISTOFF Alexander,KOGUT Oded,EWAN Caleb,VERMEULEN Emiel,THIJSSEN Gerben,VAN DER POEL Mathieu
Tour of Slovenia,2.Pro,18 June 2023,11:37,45.555,ME - Men Elite,142.6,2.PRO.Stage,UCI.WR.Pro.Stage,76.0,1651.0,Vrhnika,Novo mesto,130.0,155.0,Sprint à deux,,MOHORIČ Matej,ZANA Filippo,MEZGEC Luka,ERIKSSON Lucas,NICOLAU Joel,ALEOTTI Giovanni,PEÑA Jesús David,MEENS Johan,ULISSI Diego,ZWIEHOFF Ben
Tour of Slovenia,2.Pro,14 June 2023,11:20,41.59,ME - Men Elite,189.5,2.PRO.Stage,UCI.WR.Pro.Stage,77.0,2382.0,Celje,Rogaška Slatina,130.0,155.0,Sprint of large group,21.0,GROENEWEGEN Dylan,BAUHAUS Phil,MOSCHETTI Matteo,ANIOŁKOWSKI Stanisław,GONZÁLEZ David,SCHELLING Ide,FROIDEVAUX Robin,BARRENETXEA Jon,BARCELÓ Fernando,CANAL Carlos
Tour of Slovenia,2.Pro,15 June 2023,11:05,42.769,ME - Men Elite,163.7,2.PRO.Stage,UCI.WR.Pro.Stage,48.0,1378.0,Žalec,Ormož,130.0,155.0,Sprint of large group,23.0,GROENEWEGEN Dylan,MOSCHETTI Matteo,BAUHAUS Phil,GONZÁLEZ David,FROIDEVAUX Robin,MIQUEL Pau,SCHELLING Ide,COLNAGHI Luca,BARCELÓ Fernando,MARCELLUSI Martin
Tour of Slovenia,2.Pro,16 June 2023,10:52,41.834,ME - Men Elite,173.4,2.PRO.Stage,UCI.WR.Pro.Stage,110.0,2483.0,Grosuplje,Postojna,130.0,155.0,Sprint of 19 riders,23.0,SCHELLING Ide,MEZGEC Luka,FROIDEVAUX Robin,TIZZA Marco,OLIVEIRA Rui,PRIMOŽIČ Jaka,TEUGELS Lennert,SKOK Anže,DE TIER Floris,PELLAUD Simon
Tour of Slovenia,2.Pro,17 June 2023,10:42,38.425,ME - Men Elite,167.0,2.PRO.Stage,UCI.WR.Pro.Stage,312.0,3623.0,Ljubljana,Kobarid,130.0,155.0,10.3 km solo,24.0,PEÑA Jesús David,ZANA Filippo,ULISSI Diego,FORTUNATO Lorenzo,ALEOTTI Giovanni,MOHORIČ Matej,POELS Wout,DOUBLE Paul,BADILATTI Matteo,ZWIEHOFF Ben
Tour of Slovenia,2.Pro,18 June 2023,11:37,45.555,ME - Men Elite,142.6,2.PRO.Stage,UCI.WR.Pro.Stage,76.0,1651.0,Vrhnika,Novo mesto,130.0,155.0,Sprint à deux,28.0,MOHORIČ Matej,ZANA Filippo,MEZGEC Luka,ERIKSSON Lucas,NICOLAU Joel,ALEOTTI Giovanni,PEÑA Jesús David,MEENS Johan,ULISSI Diego,ZWIEHOFF Ben
Tour of Qinghai Lake,2.Pro,16 July 2023,10:10,50.524,ME - Men Elite,200.27,2.PRO.Stage,UCI.WR.Pro.Stage,5.0,1035.0,Gonghe,Chaka,183.0,39.0,Sprint of small group,,DUPONT Timothy,OCAMPO Victor,MUDGWAY Luke,SMIT Willie,RASENBERG Martijn,SOTO Antonio Jesús,BALDACCINI Davide,QUARTUCCI Lorenzo,MURGANO Marco,GANDIN Stefano
Tour of Qinghai Lake,2.Pro,09 July 2023,12:40,48.296,ME - Men Elite,108.8,2.PRO.Stage,UCI.WR.Pro.Stage,0.0,455.0,Xining,Xining,183.0,39.0,Sprint of large group,29.0,DUPONT Timothy,PLUTO Mārtiņš,VIVIANI Attilio,JIANG Zhi Hui,MULUBRHAN Henok,MUDGWAY Luke,FERNÁNDEZ Miguel Ángel,PAREDES Wilmar,JOHANNINK Jelle,LÓPEZ DE ABETXUKO Andoni
Tour of Qinghai Lake,2.Pro,10 July 2023,11:50,42.15,ME - Men Elite,132.35,2.PRO.Stage,UCI.WR.Pro.Stage,60.0,1888.0,Duoba,Guide,183.0,39.0,4.3 km solo,24.0,SINSCHEK Nils,STENSBY Anton,PAREDES Wilmar,ZANONCELLO Enrico,LYU Xianjing,MULUBRHAN Henok,SUNDERLAND Dylan,SEVILLA Óscar,LÓPEZ DE ABETXUKO Andoni,CAMPOS Roniel
Tour of Qinghai Lake,2.Pro,11 July 2023,10:00,37.955,ME - Men Elite,201.12,2.PRO.Stage,UCI.WR.Pro.Stage,89.0,3761.0,Guide,Huzhu,183.0,39.0,Sprint à deux,20.0,BALDACCINI Davide,FAGUNDEZ Eric Antonio,DREGE André,MULUBRHAN Henok,MUDGWAY Luke,PAREDES Wilmar,LYU Xianjing,BOU Joan,RELAES Jacob,AZURMENDI Ibai
Tour of Qinghai Lake,2.Pro,12 July 2023,10:30,40.314,ME - Men Elite,188.69,2.PRO.Stage,UCI.WR.Pro.Stage,52.0,2541.0,Huzhu,Menyuan,183.0,39.0,12.7 km solo,12.0,VAN DEN BROEK Frank,GANDIN Stefano,DUPONT Timothy,FERNÁNDEZ Miguel Ángel,ERDENEBAT Bilguunjargal,LYU Xianjing,LÓPEZ DE ABETXUKO Andoni,RASENBERG Martijn,ZANONCELLO Enrico,COLNAGHI Luca
Tour of Qinghai Lake,2.Pro,13 July 2023,10:50,41.958,ME - Men Elite,170.0,2.PRO.Stage,UCI.WR.Pro.Stage,19.0,1374.0,Menyuan,Qilian,183.0,39.0,Sprint of large group,10.0,ZANONCELLO Enrico,LÓPEZ DE ABETXUKO Andoni,JOHANNINK Jelle,VIVIANI Attilio,COLNAGHI Luca,MUDGWAY Luke,MULUBRHAN Henok,FERNÁNDEZ Miguel Ángel,BOU Joan,DALLA VALLE Nicolas
Tour of Qinghai Lake,2.Pro,14 July 2023,10:00,42.093,ME - Men Elite,205.95,2.PRO.Stage,UCI.WR.Pro.Stage,46.0,2602.0,Qilian,Xihaizhen,183.0,39.0,Sprint of large group,12.0,VIVIANI Attilio,DUPONT Timothy,ZANONCELLO Enrico,FERNÁNDEZ Miguel Ángel,WANG Kuicheng,MULUBRHAN Henok,RASENBERG Martijn,STENSBY Anton,DALLA VALLE Nicolas,SMIT Willie
Tour of Qinghai Lake,2.Pro,15 July 2023,12:00,43.8,ME - Men Elite,127.25,2.PRO.Stage,UCI.WR.Pro.Stage,71.0,1249.0,Xihaizhen,Gonghe,183.0,39.0,Sprint of small group,16.0,MULUBRHAN Henok,BAASANKHUU Myagmarsuren,FAGUNDEZ Eric Antonio,RASENBERG Martijn,LUCCA Riccardo,ARDILA Andrés Camilo,APARICIO Mario,MUDGWAY Luke,ÁLVAREZ Rodrigo,ZANONCELLO Enrico
Tour of Qinghai Lake,2.Pro,16 July 2023,10:10,50.524,ME - Men Elite,200.27,2.PRO.Stage,UCI.WR.Pro.Stage,5.0,1035.0,Gonghe,Chaka,183.0,39.0,Sprint of small group,19.0,DUPONT Timothy,OCAMPO Victor,MUDGWAY Luke,SMIT Willie,RASENBERG Martijn,SOTO Antonio Jesús,BALDACCINI Davide,QUARTUCCI Lorenzo,MURGANO Marco,GANDIN Stefano
Ethias-Tour de Wallonie,2.Pro,26 July 2023,13:08,42.134,ME - Men Elite,215.0,2.PRO.Stage,UCI.WR.Pro.Stage,114.0,3328.0,Banneux,Aubel,94.0,251.0,Sprint à deux,,BAGIOLI Andrea,WILLIAMS Stephen,DE LIE Arnaud,KIELICH Timo,STEWART Jake,LE BERRE Mathis,NYS Thibau,VENTURINI Clément,VAN ROOY Kenneth,OLDANI Stefano
Ethias-Tour de Wallonie,2.Pro,22 July 2023,13:41,40.66,ME - Men Elite,189.6,2.PRO.Stage,UCI.WR.Pro.Stage,86.0,2666.0,Huy,Hamoir,94.0,251.0,Sprint of large group,21.0,GANNA Filippo,BALLERINI Davide,MARIT Arne,VIVIANI Elia,STANNARD Robert,THEUNS Edward,KIELICH Timo,VAN ASBROECK Tom,VENTURINI Clément,NIZZOLO Giacomo
Ethias-Tour de Wallonie,2.Pro,23 July 2023,13:03,42.202,ME - Men Elite,179.7,2.PRO.Stage,UCI.WR.Pro.Stage,57.0,2337.0,Saint-Ghislain,Walcourt,94.0,251.0,Sprint of large group,19.0,DE LIE Arnaud,NYS Thibau,KIELICH Timo,VIVIANI Elia,BALLERINI Davide,OLDANI Stefano,STANNARD Robert,THEUNS Edward,VAN ROOY Kenneth,TIZZA Marco
Ethias-Tour de Wallonie,2.Pro,24 July 2023,13:44,41.673,ME - Men Elite,186.8,2.PRO.Stage,UCI.WR.Pro.Stage,54.0,2139.0,Thuin,Mont-Saint-Guibert,94.0,251.0,Sprint of large group,18.0,KIELICH Timo,SÉNÉCHAL Florian,CONSONNI Simone,DE LIE Arnaud,STEWART Jake,LAPEIRA Paul,TIZZA Marco,VAN TRICHT Stan,ROTA Lorenzo,BARONCINI Filippo
Ethias-Tour de Wallonie,2.Pro,25 July 2023,15:43,51.609,ME - Men Elite,32.7,2.PRO.Stage,UCI.WR.Pro.Stage,3.0,280.0,Mons,Mons,94.0,251.0,Time Trial,19.0,GANNA Filippo,TARLING Joshua,SWIFT Connor,VAN MOER Brent,HOOLE Daan,ARMIRAIL Bruno,MEURISSE Xandro,STEIMLE Jannik,GUERNALEC Thibault,PÉRICHON Pierre-Luc
Ethias-Tour de Wallonie,2.Pro,26 July 2023,13:08,42.134,ME - Men Elite,215.0,2.PRO.Stage,UCI.WR.Pro.Stage,114.0,3328.0,Banneux,Aubel,94.0,251.0,Sprint à deux,20.0,BAGIOLI Andrea,WILLIAMS Stephen,DE LIE Arnaud,KIELICH Timo,STEWART Jake,LE BERRE Mathis,NYS Thibau,VENTURINI Clément,VAN ROOY Kenneth,OLDANI Stefano
PostNord Danmark Rundt - Tour of Denmark,2.Pro,19 August 2023,13:00,54.168,ME - Men Elite,16.1,2.PRO.Stage,UCI.WR.Pro.Stage,0.0,69.0,Helsingør,Helsingør,94.0,228.0,Time Trial,,PEDERSEN Mads,WÆRENSKJOLD Søren,CORT Magnus,HOOLE Daan,SKJELMOSE Mattias,LARSEN Niklas,PEDERSEN Casper,ČERNÝ Josef,VERMEERSCH Florian,MUFF Frederik
PostNord Danmark Rundt - Tour of Denmark,2.Pro,15 August 2023,14:00,44.29,ME - Men Elite,169.9,2.PRO.Stage,UCI.WR.Pro.Stage,33.0,1388.0,Aalborg,Aalborg,94.0,228.0,4.2 km solo,,WÆRENSKJOLD Søren,JAKOBSEN Fabio,PEDERSEN Mads,ANDRESEN Tobias Lund,BRAET Vito,KRAGH ANDERSEN Søren,KOLZE CHANGIZI Sebastian,NIELSEN Sebastian,STOKBRO Andreas,COLNAGHI Luca
PostNord Danmark Rundt - Tour of Denmark,2.Pro,16 August 2023,14:05,44.386,ME - Men Elite,163.6,2.PRO.Stage,UCI.WR.Pro.Stage,43.0,1474.0,Kjellerup,Silkeborg,94.0,228.0,Sprint of large group,,JAKOBSEN Fabio,WÆRENSKJOLD Søren,KRAGH ANDERSEN Søren,ANDRESEN Tobias Lund,PEDERSEN Mads,SKJELMOSE Mattias,CORT Magnus,PLOWRIGHT Jensen,KOPECKÝ Matyáš,MAGLI Filippo
PostNord Danmark Rundt - Tour of Denmark,2.Pro,17 August 2023,13:00,41.867,ME - Men Elite,209.0,2.PRO.Stage,UCI.WR.Pro.Stage,83.0,1937.0,Vejen,Vejle,94.0,228.0,0.5 km solo,18.0,SKJELMOSE Mattias,PEDERSEN Mads,CORT Magnus,CONCI Nicola,VERMEERSCH Florian,KAMP Alexander,SKUJIŅŠ Toms,SVARRE Tobias,VALGREN Michael,SBARAGLI Kristian
PostNord Danmark Rundt - Tour of Denmark,2.Pro,18 August 2023,13:45,44.489,ME - Men Elite,178.4,2.PRO.Stage,UCI.WR.Pro.Stage,5.0,989.0,Kalundborg,Bagsværd,94.0,228.0,Sprint of large group,,JAKOBSEN Fabio,PEDERSEN Mads,COLNAGHI Luca,WÆRENSKJOLD Søren,PLOWRIGHT Jensen,SALBY Alexander,ANDRESEN Tobias Lund,MOSCHETTI Matteo,PERON Andrea,NIELSEN Sebastian
PostNord Danmark Rundt - Tour of Denmark,2.Pro,19 August 2023,13:00,54.168,ME - Men Elite,16.1,2.PRO.Stage,UCI.WR.Pro.Stage,0.0,69.0,Helsingør,Helsingør,94.0,228.0,Time Trial,,PEDERSEN Mads,WÆRENSKJOLD Søren,CORT Magnus,HOOLE Daan,SKJELMOSE Mattias,LARSEN Niklas,PEDERSEN Casper,ČERNÝ Josef,VERMEERSCH Florian,MUFF Frederik
Vuelta a Burgos,2.Pro,19 August 2023,12:38,38.629,ME - Men Elite,160.0,2.PRO.Stage,UCI.WR.Pro.Stage,216.0,2708.0,Golmayo,Lagunas de Neila,81.0,277.0,Sprint of small group,,ROGLIČ Primož,YATES Adam,VLASOV Aleksandr,VINE Jay,RUBIO Einer,BUITRAGO Santiago,HOWSON Damien,VALTER Attila,CAICEDO Jonathan Klever,CARUSO Damiano
