nom,circuit,date,heure_depart,vitesse_moyenne,categorie,distance,categorie2,categorie3,score_denivele,denivele,ville_depart,ville_arrivee,rang_course,score_qualite_ligne_depart,maniere_gagner,temperature,premier,deuxieme,troisieme,quatrieme,cinquieme,sixieme,septieme,huitieme,neuvieme,dixieme
National Championships Saint Vincent and the Grenadines ME - ITT,NC,17 June 2023,-,,ME - Men Elite,0.0,Nationals.C3.TT,UCI.WR.NC.B.TT,,,,,767.0,0.0,Time Trial,,ADAMS Cammie,BAILEY Zefal Trevor,YOUNG Rivas,,,,,,,
National Championships Antigua and Barbuda ME - Road Race,NC,18 June 2023,-,,ME - Men Elite,0.0,Nationals.C3,UCI.WR.NC.B.RR,,,,,770.0,0.0,,,BRIDGES Jyme,GAYRAL Emmanuel,KELSICK Jeffery,PETERS Delvin,MACK Newell,THOMAS Conroy,WEATHERED Sean,,,
National Championships Grenada ME - Road Race,NC,18 June 2023,-,,ME - Men Elite,0.0,Nationals.C3,UCI.WR.NC.B.RR,,,,,770.0,0.0,,,WALTERS Red,SCOTT Danny,THOMAS Tyron,NOEL Ezekiel,,,,,,
National Championships Montenegro ME - Road Race,NC,18 June 2023,-,,ME - Men Elite,0.0,Nationals.C3,UCI.WR.NC.B.RR,,,Danilovgrad,Danilovgrad,770.0,0.0,,,RADUNOVIĆ Aleksandar,CEROVIĆ Goran,LAZAREVIĆ Miloš,BULATOVIĆ Momir,KRGOVIĆ Filip,MILOS Mikic,ŠESTOVIĆ Milorad,DAŠIĆ Milić,TEPAVČEVIĆ Zoran,MILONJIĆ Slobodan
National Championships Saint Vincent and the Grenadines ME - Road Race,NC,18 June 2023,-,33.862,ME - Men Elite,169.0,Nationals.C3,UCI.WR.NC.B.RR,,,Sion Hill,Sion Hill,770.0,0.0,,,BAILEY Zefal Trevor,ADAMS Cammie,YOUNG Rivas,,,,,,,
National Championships China ME - ITT,NC,20 June 2023,-,,ME - Men Elite,0.0,Nationals.C3.TT,UCI.WR.NC.A.TT,,,,,770.0,0.0,Time Trial,,XUE Ming,BAI Li Jun,TENG Geng,SU Haoyu,YU Ze,LIU Jiankun,NIU Yikui,XU Changquan,WANG Jiancai,WANG Bin
National Championships Mongolia ME - ITT,NC,20 June 2023,-,46.332,ME - Men Elite,40.0,Nationals.C3.TT,UCI.WR.NC.A.TT,,,,,770.0,0.0,Time Trial,,BATMUNKH Maral-Erdene,SAINBAYAR Jambaljamts,BATSAIKHAN Tegsh-bayar,BOLOR-ERDENE Enkhtaivan,ERDENEBAT Bilguunjargal,IDERBOLD Bold,BAASANKHUU Myagmarsuren,NAVAANSAMDAN Buyantogtokh,DAVAASAMBUU Erkhes,BATTSENGEL Khankhuu
National Championships Bulgaria ME - ITT,NC,22 June 2023,-,44.589,ME - Men Elite,38.0,Nationals.C3.TT,UCI.WR.NC.B.TT,,,Samokov,Samokov,771.0,0.0,Time Trial,,PAPANOV Martin,GENOV Nikolay,IVANOV Borislav,IVANOV Tsvetan,ANGELOV Lachezar,POPOV Martin,LUMPAROV Georgi,STAMENOV Tsvetan,DYANKOV Denis,MINCHEV Dobromir
National Championships Ethiopia - ITT,NC,22 June 2023,-,49.69,ME - Men Elite,30.7,Nationals.C3.TT,,,,Mek'ele,Mek'ele,771.0,0.0,,,GRMAY Tsgabu,ROGORA Kiya,REDAE Bizay Tesfu,DABESA Zerihun Letera,HAILU Hailemelekot,BULBULA Getahun,TEKLEHAYMANOT Tesfay,MEKURIA Solomon,TAHA Jafar,GEREMEW Woldekidan
National Championships Mongolia  - Road Race,NC,22 June 2023,-,,ME - Men Elite,0.0,Nationals.C3,UCI.WR.NC.A.RR,,,,,771.0,0.0,,,SAINBAYAR Jambaljamts,BATSAIKHAN Tegsh-bayar,ERDENEBAT Bilguunjargal,BOLOR-ERDENE Enkhtaivan,BATMUNKH Maral-Erdene,BAASANKHUU Myagmarsuren,BAT-ERDENE Narankhuu,DAVAASAMBUU Erkhes,BATTSENGEL Khankhuu,IDERBOLD Bold
National Championships Germany ME - ITT,NC,23 June 2023,17:45,49.708,ME - Men Elite,32.2,Nationals.C3.TT,UCI.WR.NC.A.TT,,,Donaueschingen,Bad Dürrheim,772.0,0.0,Time Trial,,POLITT Nils,HEIDEMANN Miguel,SCHACHMANN Maximilian,STEINHAUSER Georg,STEIMLE Jannik,WOLF Justin,DENZ Nico,LIPOWITZ Florian,KÄMNA Lennard,WALSCHEID Max
National Championships Serbia ME - ITT,NC,23 June 2023,-,50.633,ME - Men Elite,30.0,Nationals.C3.TT,UCI.WR.NC.A.TT,,,Erdevik,Erdevik,772.0,0.0,Time Trial,,ILIĆ Ognjen,ĐURIĆ Đorđe,STOJNIĆ Veljko,TURKULOV Luka,MLADENOVIĆ Strahinja,COGOLJEVIĆ Dejan,VELJKOVIĆ Aleksa,RADMILAC Aleksa,ANATALOVIĆ Petar,KOSI Boris
National Championships Austria ME - ITT,NC,24 June 2023,-,49.18,ME - Men Elite,20.0,Nationals.C3.TT,UCI.WR.NC.A.TT,,,Erpfendorf,Erpfendorf,776.0,0.0,Time Trial,,GAMPER Patrick,RITZINGER Felix,VERMEULEN Moran,BAYER Tobias,HIRSCHBICHLER Johannes,GERETSCHNIG Martin,POLZER David,KONCZER Michael,KIRSCHNER Maximilian,JENNEWEIN Sandro
National Championships British Virgin Islands ME - ITT,NC,24 June 2023,-,,ME - Men Elite,0.0,Nationals.C3.TT,UCI.WR.NC.B.TT,,,,,,,Time Trial,,LEROY Phillippe,ANDREWS Antonio,SMITH Calvin,,,,,,,
National Championships Laos ME - ITT,NC,24 June 2023,-,46.823,ME - Men Elite,22.8,Nationals.C3.TT,UCI.WE.NC.B.TT,,,Vientiane,Vientiane,776.0,0.0,Time Trial,,PHOUNSAVATH Ariya,PHONASA Thavone,VANDILA Soutisack,VONGDEUANE Thanakone,SAYAVONG Vongviset,PHOMMACHNE Saylomyen,VANNASOUK Lamngeune,SOUTHAMMAVONG Fongsamouth,MILAKONG Ananxay,SAYALARTH Tongmany
National Championships Austria ME - Road Race,NC,25 June 2023,-,43.313,ME - Men Elite,182.6,Nationals.C3,UCI.WR.NC.A.RR,,,Waidhofen an der Ybbs,Hollenstein,782.0,0.0,,,MÜHLBERGER Gregor,GAMPER Patrick,PÖSTLBERGER Lukas,KONRAD Patrick,ZANGERLE Emanuel,GOGL Michael,HAJEK Alexander,ZOIDL Riccardo,VERMEULEN Moran,MESSNER Martin
National Championships British Virgin Islands ME - Road Race,NC,25 June 2023,-,,ME - Men Elite,0.0,Nationals.C3,UCI.WR.NC.B.RR,,,,,782.0,0.0,,,LEROY Phillippe,SMITH Calvin,ALPHONSO Von,ANDREWS Antonio,STEPHENSON Mark,,,,,
National Championships Bulgaria ME - Road Race,NC,25 June 2023,-,44.362,ME - Men Elite,115.6,Nationals.C3,UCI.WR.NC.B.RR,,,Sapareva Banya,Sapareva Banya,782.0,0.0,,,ANDREEV Yordan,PETROV Yordan,BALABANOV Preslav,DYANKOV Denis,VENKOV Ventsislav,PALASHEV Borislav,PAPANOV Martin,ANGELOV Lachezar,TRENCHEV Christian,IVANOV Tsvetan
National Championships Burkina Faso ME - Road Race,NC,25 June 2023,-,40.26,ME - Men Elite,165.0,Nationals.C3,UCI.WR.NC.B.RR,,,Ouagadougou,Ouagadougou,782.0,0.0,,,DAUMONT Paul,NANA Boureima,MOUNI Vincent,,,,,,,
National Championships Ethiopia ME - Road Race,NC,25 June 2023,-,41.92,ME - Men Elite,120.0,Nationals.C3,,,,Mek'ele,Mek'ele,782.0,0.0,Sprint of small group,,REDAE Bizay Tesfu,GRMAY Tsgabu,HAILEMICHAEL Mulu Kinfe,ROGORA Kiya,HAILU Hailemelekot,TAHA Jafar,MEKONNEN Adisu,MEKURIA Solomon,MELESE SINATYEW Kebede,GEBREMARIAM Kidus
National Championships Germany ME - Road Race,NC,25 June 2023,11:37,42.334,ME - Men Elite,215.0,Nationals.C3,UCI.WR.NC.A.RR,,,Donaueschingen,Bad Dürrheim,782.0,0.0,70 km solo,,BUCHMANN Emanuel,DENZ Nico,SCHACHMANN Maximilian,STEIMLE Jannik,RUTSCH Jonas,BRENNER Marco,SCHWARZMANN Michael,ZIMMERMANN Georg,GESCHKE Simon,HOLLMANN Juri
National Championships Serbia ME - Road Race,NC,25 June 2023,-,,ME - Men Elite,0.0,Nationals.C3,UCI.WR.NC.A.RR,,,,,782.0,0.0,,,RAJOVIĆ Dušan,ĐURIĆ Đorđe,STOJNIĆ Veljko,TURKULOV Luka,KALABA Dušan,STOLIĆ Mihajlo,DIVNIĆ Jovan,COGOLJEVIĆ Dejan,ILIĆ Ognjen,TRKULJA Nikola
National Championships United States ME - Road Race,NC,25 June 2023,-,47.868,ME - Men Elite,186.1,Nationals.C3,UCI.WR.NC.A.RR,,,Knoxville,Knoxville,782.0,0.0,,,SIMMONS Quinn,WILLIAMS Tyler,STITES Tyler,MCNULTY Brandon,BOARDMAN Samuel,ROSSKOPF Joey,QUINN Sean,LAMPERTI Luke,JOYCE Colin,MURPHY Kyle
National Championships Kosovo ME - ITT,NC,14 July 2023,-,,ME - Men Elite,0.0,Nationals.C3.TT,UCI.WR.NC.B.TT,,,,,775.0,0.0,Time Trial,,HASANI Samir,NUHA Blerton,DELIJA Alban,REÇICA Astrit,REXHA Betim,BINAKAJ Valon,SEJDIU Edmond,ZYLFIU Valon,GASHI Hekuran,ARLLATI Sahit
National Championships Kosovo ME - Road Race,NC,16 July 2023,-,,ME - Men Elite,0.0,Nationals.C3,UCI.WR.NC.B.RR,,,,,778.0,0.0,,,NUHA Blerton,HASANI Samir,REÇICA Astrit,KRASNIQI Veton,REXHA Betim,SEJDIU Edmond,SHASIVARI Kushtrim,KELMENDI Agron,ABAZI Qendrim,BINAKAJ Valon
National Championships Mexico ME - ITT,NC,21 July 2023,-,44.984,ME - Men Elite,36.0,Nationals.C3.TT,,,,Xalapa,Xalapa,776.0,0.0,Time Trial,,PRADO Ignacio de Jesús,CADENA Edgar,ARROYO Miguel,XICALE COYOPOLT Efrain,CAMARA Cesar,CANO Juan Carlos,CORDOVA Jose Luis,PAREDES Oscar Alberto,CASTILLO Jaime,ROMERO Raul Emilio
National Championships Mexico ME - Road Race,NC,23 July 2023,-,40.713,ME - Men Elite,198.0,Nationals.C3,UCI.WR.NC.B.RR,,,Xalapa,Xalapa,776.0,0.0,,,CADENA Edgar,,,,,,,,,
National Championships Tunisia - ITT,NC,24 September 2023,-,,ME - Men Elite,0.0,Nationals.C3.TT,UCI.WR.NC.B.TT,,,,,,,,,DELLAI Mohamed Aziz,MAHER Habouriya,BEN AMOR Nadhem,OUSSAMA Kbaier,NEFZI Yassine,KAMMOUN Aziz,DRIDI AZIZ Mohamed,YASSIN Gharbi,BEN AMEUR Hatem,ZOUARI Mohamed
National Championships Tunisia - Road Race,NC,01 October 2023,-,,ME - Men Elite,0.0,Nationals.C3,UCI.WR.NC.B.RR,,,,,,,,,MAHER Habouriya,OUSSAMA Kbaier,NEFZI Yassine,BEN AMOR Nadhem,DELLAI Mohamed Aziz,OSAID Khedhri,BOUHAWAL Aldeddine,KAMMOUN Aziz,MED AZIZ Rayhani,MECHERGUI Mohamed Amine
National Championships Taiwan ME - Road Race,NC,27 November 2023,-,,ME - Men Elite,0.0,Nationals.C3,UCI.WR.NC.B.RR,,,,,,,,,HSIAO Shih Hsin,TU Sergio,LU Shao Hsuan,CHANG Chih Sheng,LI Kuan Hsien,KAI Hsu Yu,HO Yen Yi,FENG Chun Kai,WANG Yin-Chih,HUANG Kuan Lin
Cadel Evans Great Ocean Road Race,1.UWT,29 January 2023,11:13,40.982,ME - Men Elite,174.3,1.WT.B,UCI.WR.C3,88.0,1685.0,Geelong,Geelong,56.0,374.0,Sprint of large group,,MAYRHOFER Marius,PAGE Hugo,CLARKE Simon,MATTHEWS Michael,STRONG Corbin,EWAN Caleb,SMITH Dion,HIRSCHI Marc,BENNETT George,QUINN Sean
Omloop Het Nieuwsblad ME,1.UWT,25 February 2023,11:15,42.189,ME - Men Elite,207.3,1.WT.B,UCI.WR.C3,52.0,1616.0,Ghent,Ninove,26.0,677.0,16.5 km solo,7.0,VAN BAARLE Dylan,DE LIE Arnaud,LAPORTE Christophe,KRISTOFF Alexander,PIDCOCK Thomas,BALLERINI Davide,POLITT Nils,PASQUALON Andrea,OLIVEIRA Rui,VANMARCKE Sep
Strade Bianche,1.UWT,04 March 2023,11:45,40.636,ME - Men Elite,184.0,1.WT.B,UCI.WR.C2,168.0,3107.0,Siena,Siena,25.0,688.0,23.3 km solo,13.0,PIDCOCK Thomas,MADOUAS Valentin,BENOOT Tiesj,COSTA Rui,VALTER Attila,MOHORIČ Matej,BILBAO Pello,GRÉGOIRE Romain,FORMOLO Davide,KRON Andreas
Milano-Sanremo,1.UWT,18 March 2023,10:10,45.773,ME - Men Elite,294.0,1.WT.A,UCI.WR.Monument,63.0,2154.0,Abbiategrasso,Sanremo,4.0,1047.0,5.5 km solo,14.0,VAN DER POEL Mathieu,GANNA Filippo,VAN AERT Wout,POGAČAR Tadej,KRAGH ANDERSEN Søren,PEDERSEN Mads,POWLESS Neilson,MOHORIČ Matej,TURGIS Anthony,STUYVEN Jasper
Classic Brugge-De Panne,1.UWT,22 March 2023,12:00,45.398,ME - Men Elite,211.0,1.WT.B,UCI.WR.C3,0.0,268.0,Brugge,De Panne,42.0,463.0,Sprint of small group,12.0,PHILIPSEN Jasper,KOOIJ Olav,LAMPAERT Yves,FRISON Frederik,JAKOBSEN Fabio,RICKAERT Jonas,BEULLENS Cedric,FREDHEIM Stian,MOLANO Juan Sebastián,VAN DEN BERG Marijn
E3 Saxo Classic,1.UWT,24 March 2023,12:22,42.971,ME - Men Elite,204.1,1.WT.B,UCI.WR.C2,58.0,2017.0,Harelbeke,Harelbeke,13.0,860.0,Sprint of small group,13.0,VAN AERT Wout,VAN DER POEL Mathieu,POGAČAR Tadej,JORGENSON Matteo,GARCÍA CORTINA Iván,KÜNG Stefan,MOHORIČ Matej,MADOUAS Valentin,KRAGH ANDERSEN Søren,GANNA Filippo
Gent-Wevelgem in Flanders Fields ME,1.UWT,26 March 2023,11:00,44.77,ME - Men Elite,260.9,1.WT.B,UCI.WR.C1,34.0,1375.0,Ypres,Wevelgem,11.0,911.0,Other,8.0,LAPORTE Christophe,VAN AERT Wout,VANMARCKE Sep,FRISON Frederik,PEDERSEN Mads,BJERG Mikkel,RENARD Alexis,KOOIJ Olav,VAN POPPEL Danny,MCLAY Daniel
Dwars door Vlaanderen - A travers la Flandre ME,1.UWT,29 March 2023,12:20,44.744,ME - Men Elite,183.7,1.WT.B,UCI.WR.C3,44.0,1459.0,Roeselare,Waregem,13.0,866.0,4 km solo,15.0,LAPORTE Christophe,LAZKANO Oier,POWLESS Neilson,PHILIPSEN Jasper,PEDERSEN Mads,DE LIE Arnaud,BALLERINI Davide,PASQUALON Andrea,BOIVIN Guillaume,POLITT Nils
Ronde van Vlaanderen - Tour des Flandres,1.UWT,02 April 2023,10:16,44.083,ME - Men Elite,273.4,1.WT.A,UCI.WR.Monument,76.0,2185.0,Brugge,Oudenaarde,11.0,918.0,17 km solo,6.0,POGAČAR Tadej,VAN DER POEL Mathieu,PEDERSEN Mads,VAN AERT Wout,POWLESS Neilson,KÜNG Stefan,ASGREEN Kasper,WRIGHT Fred,JORGENSON Matteo,TRENTIN Matteo
Paris-Roubaix,1.UWT,09 April 2023,11:25,46.841,ME - Men Elite,256.6,1.WT.A,UCI.WR.Monument,4.0,1380.0,Compiègne,Roubaix ,20.0,775.0,15.1 km solo,16.0,VAN DER POEL Mathieu,PHILIPSEN Jasper,VAN AERT Wout,PEDERSEN Mads,KÜNG Stefan,GANNA Filippo,DEGENKOLB John,WALSCHEID Max,REX Laurenz,LAPORTE Christophe
Amstel Gold Race,1.UWT,16 April 2023,10:50,42.029,ME - Men Elite,253.6,1.WT.B,UCI.WR.C1,109.0,3290.0,Maastricht,Berg en Terblijt,21.0,770.0,28.2 km solo,9.0,POGAČAR Tadej,HEALY Ben,PIDCOCK Thomas,KRON Andreas,LUTSENKO Alexey,BAGIOLI Andrea,VAN GILS Maxim,SKJELMOSE Mattias,KAMP Alexander,ZINGLE Axel
La Flèche Wallonne,1.UWT,19 April 2023,11:50,43.52,ME - Men Elite,194.3,1.WT.B,UCI.WR.C2,167.0,3092.0,Herve,Mur de Huy,11.0,915.0,Sprint of small group,14.0,POGAČAR Tadej,SKJELMOSE Mattias,LANDA Mikel,WOODS Michael,CICCONE Giulio,LAFAY Victor,BENOOT Tiesj,VAN GILS Maxim,BARDET Romain,BARGUIL Warren
Liège-Bastogne-Liège,1.UWT,23 April 2023,10:35,41.206,ME - Men Elite,258.1,1.WT.A,UCI.WR.Monument,175.0,4443.0,Liège,Liège,5.0,1042.0,29.9 km solo,12.0,EVENEPOEL Remco,PIDCOCK Thomas,BUITRAGO Santiago,HEALY Ben,MADOUAS Valentin,MARTIN Guillaume,BENOOT Tiesj,KONRAD Patrick,SKJELMOSE Mattias,HIRSCHI Marc
Eschborn-Frankfurt,1.UWT,01 May 2023,12:11,41.956,ME - Men Elite,203.8,1.WT.B,UCI.WR.C3,89.0,2933.0,Eschborn,Frankfurt,47.0,423.0,Sprint of 10 riders,17.0,KRAGH ANDERSEN Søren,KONRAD Patrick,FEDELI Alessandro,HIRSCHI Marc,ROTA Lorenzo,STEINHAUSER Georg,ZIMMERMANN Georg,WILLIAMS Stephen,HERMANS Ben,MARCELLUSI Martin
Donostia San Sebastian Klasikoa,1.UWT,29 July 2023,11:04,41.748,ME - Men Elite,230.3,1.WT.B,UCI.WR.C2,189.0,4057.0,San Sebastián,San Sebastián,20.0,787.0,Sprint à deux,24.0,EVENEPOEL Remco,BILBAO Pello,VLASOV Aleksandr,POWLESS Neilson,IZAGIRRE Ion,SKUJIŅŠ Toms,ARANBURU Alex,COSTA Rui,BAGIOLI Andrea,BENOOT Tiesj
BEMER Cyclassics,1.UWT,20 August 2023,11:15,44.601,ME - Men Elite,205.6,1.WT.B,UCI.WR.C2,56.0,1004.0,Hamburg,Hamburg,35.0,526.0,Sprint of small group,,PEDERSEN Mads,VAN POPPEL Danny,VIVIANI Elia,DÉMARE Arnaud,PITHIE Laurence,LAMPAERT Yves,DE LIE Arnaud,POLITT Nils,KANTER Max,HIRSCHI Marc
Bretagne Classic - Ouest-France,1.UWT,03 September 2023,10:35,41.24,ME - Men Elite,258.0,1.WT.B,UCI.WR.C2,122.0,3687.0,Plouay,Plouay,23.0,758.0,Sprint of 4 riders,24.0,MADOUAS Valentin,BURGAUDEAU Mathieu,GROßSCHARTNER Felix,KÜNG Stefan,DE BUYST Jasper,HIRSCHI Marc,BENOOT Tiesj,WANDAHL Frederik,VIVIANI Elia,DUJARDIN Sandy
Grand Prix Cycliste de Québec,1.UWT,08 September 2023,11:00,42.058,ME - Men Elite,201.6,1.WT.B,UCI.WR.C1,60.0,2508.0,Québec,Québec,8.0,951.0,Sprint of large group,,DE LIE Arnaud,STRONG Corbin,MATTHEWS Michael,ARANBURU Alex,MOHORIČ Matej,LAPORTE Christophe,KAMP Alexander,HIRSCHI Marc,ALAPHILIPPE Julian,SKJELMOSE Mattias
Grand Prix Cycliste de Montréal,1.UWT,10 September 2023,10:15,37.522,ME - Men Elite,221.4,1.WT.B,UCI.WR.C1,182.0,4124.0,Montréal,Montréal,9.0,949.0,Sprint à deux,,YATES Adam,SIVAKOV Pavel,ARANBURU Alex,MADOUAS Valentin,VELASCO Simone,YATES Simon,O'CONNOR Ben,IZAGIRRE Ion,SKJELMOSE Mattias,HIRSCHI Marc
Il Lombardia,1.UWT,07 October 2023,10:35,40.163,ME - Men Elite,238.0,1.WT.A,UCI.WR.Monument,206.0,4646.0,Como,Bergamo,3.0,1099.0,31 km solo,,POGAČAR Tadej,BAGIOLI Andrea,ROGLIČ Primož,VLASOV Aleksandr,YATES Simon,YATES Adam,RODRÍGUEZ Carlos,CARAPAZ Richard,EVENEPOEL Remco,KRON Andreas
Clàssica Comunitat Valenciana 1969 - Gran Premi València,1.1,22 January 2023,12:00,40.517,ME - Men Elite,190.0,1.1,UCI.WR.1,88.0,2111.0,Valencia,La Nucía,121.0,197.0,Sprint of large group,10.0,DE LIE Arnaud,BIERMANS Jenthe,BOASSON HAGEN Edvald,ROJAS José Joaquín,VENDRAME Andrea,SOTO Antonio Jesús,MARTÍN Gotzon,TONELLI Alessandro,LANGELLOTTI Victor,PÖSTLBERGER Lukas
Trofeo Calvia,1.1,25 January 2023,12:10,37.593,ME - Men Elite,150.1,1.1,UCI.WR.1,149.0,3154.0,Palmanova,Palmanova,81.0,300.0,Sprint of small group,9.0,COSTA Rui,VERVAEKE Louis,HEALY Ben,PEDERSEN Casper,ZINGLE Axel,CANAL Carlos,GOOSSENS Kobe,ZWIEHOFF Ben,ALAPHILIPPE Julian,BAGIOLI Andrea
Trofeo Ses Salines - Alcudia,1.1,26 January 2023,12:20,43.748,ME - Men Elite,158.6,1.1,UCI.WR.1,55.0,1410.0,Ses Salines,Alcúdia,87.0,293.0,Sprint of large group,10.0,VAN DEN BERG Marijn,VERNON Ethan,GIRMAY Biniam,ZINGLE Axel,SOTO Antonio Jesús,KANTER Max,CANAL Carlos,OLIVEIRA Rui,TEUNISSEN Mike,KONRAD Patrick
Trofeo Andratx - Mirador D'es Colomer (Pollença),1.1,27 January 2023,11:55,39.085,ME - Men Elite,160.9,1.1,UCI.WR.1,146.0,3281.0,Andratx,Coll de la Creueta,69.0,332.0,23.9 km solo,6.0,GOOSSENS Kobe,SÁNCHEZ Pelayo,VAN EETVELT Lennert,MARTINELLI Alessio,ADRIÀ Roger,BARCELÓ Fernando,KONRAD Patrick,BARRÉ Louis,SERRANO Gonzalo,BUCHMANN Emanuel
Trofeo Serra de Tramuntana (Lloseta - Lloseta),1.1,28 January 2023,12:15,42.212,ME - Men Elite,123.2,1.1,UCI.WR.1,184.0,2601.0,Lloseta,Lloseta,81.0,300.0,4.1 km solo,7.0,GOOSSENS Kobe,VAN EETVELT Lennert,VAN WILDER Ilan,CALMEJANE Lilian,MCNULTY Brandon,CARTHY Hugh,MARTINELLI Alessio,TONELLI Alessandro,ALMEIDA João,SWEENY Harry
Grand Prix Cycliste de Marseille La Marseillaise,1.1,29 January 2023,12:15,38.84,ME - Men Elite,167.8,1.1,UCI.WR.1,136.0,2910.0,Marseille,Septèmes-les-Vallons,93.0,267.0,13 km solo,8.0,POWLESS Neilson,FERRON Valentin,VAN MOER Brent,BERCKMOES Jenno,NEILANDS Krists,PÉRICHON Pierre-Luc,GUERNALEC Thibault,MARTINEZ Lenny,PALENI Enzo,KELEMEN Petr
Trofeo Palma - Palma,1.1,29 January 2023,10:35,42.92,ME - Men Elite,141.6,1.1,UCI.WR.1,10.0,944.0,Palma,Palma,92.0,268.0,Sprint of large group,9.0,VERNON Ethan,GIRMAY Biniam,VAN DE PAAR Jarne,GARCÍA CORTINA Iván,MOLANO Juan Sebastián,ANIOŁKOWSKI Stanisław,VAN ASBROECK Tom,BABOR Daniel,ZINGLE Axel,DOULL Owain
Vuelta Ciclista a la Región de Murcia Costa Cálida,1.1,11 February 2023,12:40,41.55,ME - Men Elite,183.5,1.1,UCI.WR.1,98.0,2574.0,San Javier,Cartagena,83.0,297.0,Sprint of small group,10.0,TURNER Ben,CLARKE Simon,MEEUS Jordi,MADOUAS Valentin,TRENTIN Matteo,WELLENS Tim,EENKHOORN Pascal,VLIEGEN Loïc,MENTEN Milan,IZAGIRRE Gorka
Figueira Champions Classic,1.1,12 February 2023,09:55,41.319,ME - Men Elite,190.0,1.1,UCI.WR.1,108.0,2141.0,São Pedro,Figueira da Foz,150.0,126.0,Sprint of small group,13.0,PEDERSEN Casper,HERREGODTS Rune,VAN DEN BERG Marijn,COSTA Rui,TESFATSION Natnael,VERMAERKE Kevin,CORT Magnus,VACEK Mathias,CONCI Nicola,GOOSSENS Kobe
Jaén Paraiso Interior,1.1,13 February 2023,12:35,38.795,ME - Men Elite,178.9,1.1,UCI.WR.1,89.0,2704.0,Úbeda,Baeza,96.0,266.0,36.5 km solo,16.0,POGAČAR Tadej,TURNER Ben,WELLENS Tim,HIRSCHI Marc,KRON Andreas,TULETT Ben,ROTA Lorenzo,ZIMMERMANN Georg,BARGUIL Warren,IZAGIRRE Gorka
Le Samyn,1.1,28 February 2023,12:25,43.321,ME - Men Elite,209.0,1.1,UCI.WR.1,10.0,1533.0,Quaregnon,Dour,126.0,180.0,Sprint of large group,4.0,MENTEN Milan,HOFSTETTER Hugo,THEUNS Edward,DAINESE Alberto,MOZZATO Luca,KRAGH ANDERSEN Søren,GAUTHERAT Pierre,TEUNISSEN Mike,BRAET Vito,STOKBRO Andreas
Grand Prix Criquielion,1.1,04 March 2023,12:35,42.51,ME - Men Elite,201.0,1.1,UCI.WR.1,71.0,2245.0,Ath,Lessines,151.0,125.0,Sprint of small group,7.0,WELSFORD Sam,MENTEN Milan,HALVORSEN Kristoffer,WARLOP Jordi,ALLEGAERT Piet,HOFSTETTER Hugo,VAN TRICHT Stan,MIHKELS Madis,BIERMANS Jenthe,DE KLEIJN Arvid
Grote prijs Jean - Pierre Monseré,1.1,05 March 2023,10:20,43.265,ME - Men Elite,198.6,1.1,UCI.WR.1,5.0,628.0,Ichtegem,Roeselare,141.0,143.0,Sprint of large group,5.0,THIJSSEN Gerben,EWAN Caleb,WELSFORD Sam,HOFSTETTER Hugo,ALLEGAERT Piet,WARLOP Jordi,MALUCELLI Matteo,BRAET Vito,EINHORN Itamar,DUPONT Timothy
Albert Achterhes Profronde van Drenthe,1.1,12 March 2023,12:30,45.947,ME - Men Elite,143.2,1.1,UCI.WR.1,4.0,260.0,Emmen,Hoogeveen,143.0,138.0,1.9 km solo,6.0,HAGENES Per Strand,ANDRESEN Tobias Lund,DE VOS Adam,VERMEERSCH Florian,WELSFORD Sam,MENTEN Milan,BIERMANS Jenthe,THIJSSEN Gerben,VAN UDEN Casper,BRAET Vito
Classic Loire Atlantique,1.1,18 March 2023,12:30,41.035,ME - Men Elite,182.8,1.1,UCI.WR.1,82.0,2452.0,La Haye-Fouassière,La Haye-Fouassière,164.0,100.0,Sprint of large group,14.0,ZINGLE Axel,PITHIE Laurence,ZIJLAARD Maikel,PENHOËT Paul,JOYCE Colin,MARTÍN Gotzon,GRONDIN Donavan,CARDIS Romain,MORIN Emmanuel,TOUZÉ Damien
Cholet - Pays de la Loire,1.1,19 March 2023,12:00,42.967,ME - Men Elite,205.0,1.1,UCI.WR.1,34.0,1646.0,Cholet ,Cholet,159.0,112.0,0.35 km solo,13.0,PITHIE Laurence,PEREZ Anthony,MANZIN Lorrenzo,CARDIS Romain,DE VYLDER Lindsay,ZIJLAARD Maikel,ZINGLE Axel,PEÑALVER Manuel,GAUTHERAT Pierre,BARTHE Cyril
Per Sempre Alfredo,1.1,19 March 2023,12:10,42.103,ME - Men Elite,190.2,1.1,UCI.WR.1,117.0,2555.0,Firenze,Sesto Fiorentino,192.0,53.0,Sprint of small group,12.0,ENGELHARDT Felix,STEWART Mark,FOLDAGER Anders,FIORELLI Filippo,MERIS Sergio,MERTZ Rémy,HEIDUK Kim,CALZONI Walter,MARTÍN Alex,TEUGELS Lennert
La Roue Tourangelle Centre Val de Loire - Trophée Groupama Paris Val de Loire,1.1,26 March 2023,13:30,41.328,ME - Men Elite,202.0,1.1,UCI.WR.1,36.0,1453.0,Chambray-lès-Tours,Tours,157.0,113.0,Sprint of large group,10.0,TOWNSEND Rory,THIJSSEN Gerben,BARBIER Pierre,DE KLEIJN Arvid,PEREZ Anthony,DUPONT Timothy,PENHOËT Paul,FINÉ Eddy,GUDMESTAD Tord,GRONDIN Donavan
